,index,english,translated_from_finnish,translated_from_dutch
727,312110,She can speak French.,Hän osaa ranskaa. | Hän osaa puhua ranskaa.,She can speak French.
728,312125,Does she speak French?,Puhuuko hän ranskaa?,Does she speak French?
729,312168,She is my girlfriend.,| Se on mun tyttöystävä.,She's my girlfriend.
730,312575,She worked hard.,Hän teki kovasti töitä.,She worked hard. | She worked hard.
731,312850,She went home.,Hän meni kotiin.,She went home.
732,313091,She almost drowned.,එයා කම්මැලි වුනා.,She was almost drunk.
733,313193,She cried.,Hän itki.,She was crying.
734,313373,Does she know you?,Tunteeko hän sinut?,Does she know you?
735,314287,She sat next to me.,Hän istui viereeni.,She sat next to me. | She sat next to me. | She sat next to me.
736,315731,Who is she?,Kuka hän న?,Who is she?
737,316246,She married him.,Hän nai hänet.,She's married to him. | She married him.
738,316478,She wanted to help them.,Chtěl jim pomoct.,She wanted to help them.
739,316540,She looks sad.,Hän näyttää surulliselta.,She looks sad.
740,316541,She looked sad.,"Zdálo se, že je to surulliselta.",She looked sad.
741,316925,She walks.,| Se kävelee.,She walks.
742,317756,Don't be sad.,Neboj se. - Jistě.,Don't be sad.
743,317830,Are you tired?,നിങ്ങള് ക്ഷീണിച്ചോ?,Are you tired? Are you tired? Are you tired? Are you exhausted? Are you depressed?
744,319990,I know.,| Minä tiedän.,I know.
745,320329,That's weird.,| Sepä outoa. | Sepä omituista. | Sepä kummallista.,That's weird. | That's weird.
746,320395,Study!,Opiskele!,Student!
747,320948,I'm breast-feeding my baby.,ഇമെതാൻ ലാസ്റ്റാനി.,I breastfeed my baby.
748,321324,It's not my fault.,Se ei ole minun vikani.,It's not my fault! | It's not my fault
749,321441,Tell me the truth.,Sano minulle totuus. | Kerro minulle totuus.,Tell me the truth.
750,321442,Leave it to me.,Jätä se minun huolekseni. | Já hoidan sen! | Anna kun minä hoidan sen!,Leave it to me. | Leave it to me.
751,321497,Do you love me?,क्या तुम मुझे चिल्लाते हो? क्या तुम मुझे चिल्लाते हो? क्या तुम मुझे चिल्लाते हो? क्या तुम मुझे चिल्लाते हो? क्या तुम मुझे चिल्लाते हो? क्या तुम मुझे चिल्लाते हो?,Do you like me?
752,321599,I have three cameras.,Mám tři kameraa.,I have three cameras.
753,321673,I'm so happy.,Olen niin onnellinen.,I am so happy. | I am so happy.
754,321700,I have to go now.,Musím jít teď. | Teď minun musí odejít. | Musím jít teď. | Musím jít teď. | Musím jít teď. | Musím odejít teď. | Musím odejít teď.,I have to go now.
755,321846,I have a dictionary.,| Mulla on sanakirja. | Mulla on sanakirja.,I have a dictionary.
756,321849,I have two cars.,Mám dvě autoa.,I have two cars.
757,321857,I looked around me.,Katselin ympärilleni.,I looked around. | I looked around.
758,321870,I want to sleep.,Haluan nukkua.,I want to sleep.
759,321954,I have a cold.,Olen vilustunut. | Minulla on nuha.,I'm elected.
760,321985,"Me, too.",Niin minäkin. | Minäkin. | Minä samuti.,Me too. | Me too!
761,322004,When can we eat?,Miloin mě voimme jíst?,When can we eat?
762,322178,Many thanks.,Thank you very much! | Suurkiitokset! | Thank you very much.,Thank you very much. | Thank you very much. | Thank you very much.
763,322631,Fill it up.,"Tankki täyteen, díky!",Open it up.
764,322841,Is it free?,ایا دا وړیا ده؟ | څه پیسې ورکول کیږي؟ | څه پیسې ورکول کیږي؟ | ایا دا وړیا ده؟,Is it free?
765,323576,Wood burns.,Puu palaa.,Keeps burning.
766,323728,My eyes are sore.,வார்ப்புரு:Silmäni ovat kipeät. | Minulla on silmät kipeät. | Silmiani aristaa.,My eyes hurt.
767,323770,Keep your eyes open.,Pidä silmäsi auki. | Ole varovainen. | Olehan varovainen.,Open your eyes. | Open your eyes.
768,323789,Don't shut your eyes.,අනේ බලන්න.,Do not close your eyes. | Do not close your eyes.
769,324442,Ghosts exist.,Haamuja on olemassa. | Kummituksia on olemassa.,Ghosts exist.
770,324520,Let's play.,| Soitetaan. | Pelataan.,Let's play. | Let's play.
771,324760,Don't eat too much.,ඔච්චර කන්න එපා.,Don't eat too much.
772,324880,The leaves fell.,Ne noviny putosivat. | Lehdet putosivat.,The leaves fell.
773,324997,Please come.,Ole kiltti ja tule. | Tulethan?,Please come.
774,325429,Stand up!,අපි නැගිටින්න. අපි නැගිටින්න. අපි නැගිටින්න.,Stand up!
775,325503,The dragon is an imaginary creature.,Lohikäärme auf imaginatusolento.,The dragon is a fantasy animal.
776,325529,Do you like to travel?,ایا تاسو د سفر کولو څخه خوښ یاست؟ | که چیرې تاسو سفر کوئ؟ | که چیرې تاسو سفر کوئ؟,Do you like to travel? | Do you like to travel?
777,325769,The food is cold.,Essen auf coldä.,The food is cold.
778,326126,History repeats itself.,Historie toistaa sama sebe.,History repeats itself.
779,327777,I bought a red tie.,Ostin punaisen solmion.,I bought a red tie. | I bought a red tie.
780,328604,Fuck you!,හයිස්ට විටූ!,Get up! | Get the clothes! | Get the shit! | Get the shit! | Get the cancer!
781,329612,Which country are you from?,ඔයා කොහෙන්ද ආවේ?,What country are you from?
782,329684,This newspaper is free.,دا lehti on وړیا. | دا sanomalehti on وړیا. | دا on ilmaisjakelulehti.,This newspaper is free.
783,329713,Good morning!,おめでとうございます! | Huomenta!,Good morning!
784,333156,Good evening.,Dobre iltaa. | Iltaa.,Good night.
785,335138,I am Chinese.,| Mä oon kiinalainen.,I am Chinese. | I am Chinese.
786,341634,I have many friends.,Mám hodně ystäviä.,I have a lot of friends.
787,347331,Who is he?,Kuka hän న?,Who is he?
788,348091,Come in.,| Tulkaa sisään.,Come in! | Come in!
789,348596,I'm pregnant.,Olen raskaana.,I'm pregnant. | I'm expecting.
790,349064,I don't know.,குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக:,I don't know. | I know a lot. | I have no idea.
791,354379,I like cats.,Pidän kissoista. | MäØRn kissoista. | Minä pidän kissoista.,I love cats.
792,355041,"Happy birthday, Muiriel!","සුභ උපන්දිනයක්, මෝරියල්!","Happy birthday, Muiriel! | Congratulations on your birthday, Muiriel! | Happy birthday, Muiriel!"
793,356200,Who are you?,कौन है आप? कौन है आप? कौन है आप?,Who are you? Who are you sitting next to? Who are you? Who are you?
794,357919,"I would love to write hundreds of sentences on Tatoeba, but I've got things to do.","Norėčiau rašyti sadoittain lauseita Tatoebaan, bet minulla on muuta tekemistä.","I'd like to add hundreds of sentences to Tatoeba, but I have things to do."
795,358152,Nobody is perfect.,Kukaan ei ole täydellinen.,Nobody's perfect.
796,360558,See you later!,(பிபிபிசி) தி இந்து: தி இந்து: தி இந்து: தி இந்து!,Bye-bye!
797,361350,Happy New Year!,நல்வாழ்த்துக்கள்! நல்வாழ்த்துக்கள்! நல்வாழ்த்துக்கள்!,Happy New Year!
798,361576,Achoo!,Atsii!,Hats off!
799,362737,I play the violin.,Minä soitan viulua.,I play the violin.
800,367935,I am a vegetarian.,Olen kasvissyöjä.,I'm a vegetarian.
801,370580,My wife is a doctor.,Vaimoni na lékaři.,My wife is a doctor.
802,370607,He raised his hand.,| Hän nosti kättaan. | Hän nosti kättaan.,He put his finger up.
803,370687,I love Arabic.,රාකාස්ටන් ආරාබියා.,I love Arabic.
804,370703,Where are you from?,"""உங்களது தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையாரின் தந்தையா",Where do you come from? Where do you come from? Where do you come from? Where do you come from?
805,370708,Where do you live?,क्या है? क्या है?,Where do you live? Where do you live? Where do you live? Where do you live?
806,371410,He is sick.,例如:He on sairas. | Hän voi pahoin. | Hän on kipeä. | Hän on kipeänä. | Hän on sairaana.,He's sick.
807,371429,There's a monster under my bed.,Sänkyni alla on hirviö. | Mun sängyn alla on hirviö.,There's a sample under my bed.
808,372015,What do you want to eat?,Что ты хочешь есть? | Что ты хочешь есть?,What do you want to eat? | What do you want to eat?
809,372352,What is your blood type?,ستاسو په رښتینې ډلې څه شی دی؟,What's your blood group? What's your blood group?
810,372460,Cats don't like water.,Kissat eivät pidä vedesta.,Cats don't like water.
811,373215,Are you serious?,Ideal vakavissaan? | Ar tikrai? | Ar tikrai? | Ar tikrai? | Ar tikrai?,Do you really think so? | Do you really think so?
812,373216,Really?,क्या आप जानते हैं? | आप जानते हैं? | आप जानते हैं? | आप जानते हैं? | आप जानते हैं? | आप जानते हैं? | आप जानते हैं? | आप जानते हैं? | आप जानते हैं? | आप जानते हैं? | आप जानते हैं? | आप जानते हैं? | आप जानते हैं?,Really? | Really? | Really? | Oh! Really? | Really? | Really? | Really? | Is that true? | Is that true? | Really? | Really? | Really? | Really?
813,373320,How are you?,क्या है? | कैसे चलता है? | तुम्हारे पास क्या है? | कैसे हो सकता है? | कैसे हो सकता है? | कैसे हो सकता है? | कैसे हो सकता है? | कैसे हो सकता है? | कैसे हो सकता है? | तुम्हारे पास क्या है?,How's it going? How's it going? How's it going? How's it going with you? How's it going with you? How's it going?
814,373330,Hello!,හෙයි! හෙයි! Moi! terve! Heippa! Moikka! Moro! Haloo? Morjesta!,Hello. | Hi. | Good morning! | Hello!
815,374827,Thank you!,Thank you! | Kiitoksia!,Thank you! | Thank you! | Thank you! | I thank you. | Thank you. | Thank you!
816,376610,I do not understand.,En ymmärrä. | Minä en ymmärrä.,I don't understand.
817,376611,I don't understand.,En ymmärrä. | Minä en ymmärrä.,I don't understand. | I don't understand. | I don't understand.
818,378270,Do you speak English?,ایا تاسو په انګلستان کې یاست؟ | آیا تاسو په انګلستان کې یاست؟ | آیا تاسو په انګلستان کې یاست؟ | آیا تاسو په انګلستان کې یاست؟ | آیا تاسو په انګلستان کې یاست؟ | آیا تاسو په انګلستان کې یاست؟ | آیا تاسو په انګلستان کې یاست؟,Do you speak English? Do you speak English? Do you speak English?
819,378502,I have a dog.,බල්ලෙක්ට කරදරයක්.,I have a dog.
820,379143,Do you want to go?,Tahdotko mennä? | Haluatko mennä?,Do you want to go? | Do you want to go? | Do you want to go? | Do you want to go?
821,386704,I am a man.,Já olen mies. | Olen mies.,I'm a man.
822,386729,Do you like music?,ایا موسیقۍ خوښوي؟ | ایا تاسو موسیقۍ خوښوي؟ | ایا موسیقۍ خوښوي؟ | ایا تاسو موسیقۍ خوښوي؟,Do you like music?
823,386734,He likes oranges.,Hän pitää appelsiineista.,He loves oranges. | He loves apple seeds.
824,386766,Tomorrow is Christmas.,Na Vánoce v Huomennu.,Tomorrow is Christmas.
825,387411,It's a little cold today.,Dnes on vähän kylmä. | Dnes on melko kylmä. | Dnes ei ole kauhean cold.,It's fresh today. | It's a little cold today.
826,387427,Let's begin.,Aloitetaan.,Let's get started.
827,387428,Let's start!,Aloitetaan!,Let's get started.
828,387437,I have a high fever.,Mám on korkea heate. | Mám on kova heate. | Mám on paljon heatetta.,I have high fever.
829,388374,She hated her husband.,Hän vihasi aviomiestään.,She hated her husband.
830,388834,He likes watching TV.,Hän pitää TV katselusta.,He likes to watch television. | He likes to watch television.
831,388869,We are men.,My jsme muži.,We're men. | We're men.
832,388890,What's she doing?,What does he do? | What does he do on tekemässä?,What is she doing?
833,388978,He can read well.,එයාට හොඳට කියවන්න පුලුවන්.,He's good at reading.
834,391906,He loves traveling.,Hän rakastaa matkustamista. | Hän rakastaa reissaamista.,He loves to travel.
835,392296,Finally!,Lopultakin!,Finally!
836,393357,Please.,Olkaa kiltti. | Olkaa niin kiltti. | Ole kiltti. | Ole niin kiltti. | Jookos? | Jooko? | Joohan?,Please. | Please. | Please. | Please! | Please!
837,393812,"All animals are equal, but some animals are more equal than others.","Eläimet ovat tasavertaisia, bet toiset ovat tasavertaisempia nei toiset.","All animals are equal, but some animals are more equal than others."
838,394633,He loves her.,එයා එයාට ආදරෙයි.,He loves her.
839,395036,I can't stand him.,| En voi sietää häntä. | En kestä häntä.,I can't stand it.
840,395051,I know those girls.,Tunnen nuo Girls.,I know those girls.
841,395934,Great!,Upeaa! | Upeeta!,Great! | Cool! | Brilliant! | Fantastic! | Good! | Gorgeous. | Insane! | Wonderful! | Gone! | Well done! | Very good! | Good. | That's great! | What a great! | Well done! | Great! | Excellent! | Well done! | That's great! | Great! | Awesome!
842,397714,I am tired.,Minua väsyttää. | Minua väsyttää! | Mua väsyttää!,I'm tired.
843,398513,I'm just kidding.,Minä vain pilailen.,I'm just kidding. | I love it.
844,399205,He's smart.,例如:,He's smart. | He's smart.
845,399354,Are you alone?,നീ ഒറ്റയ്ക്കാണോ?,Is she alone? | Are you alone?
846,400184,What do you want to drink?,මොනාද කලු වෙන්න ඕනේ?,What do you want to drink? | What do you want to drink?
847,400191,What would you like to eat?,Was möchten Sie nicht essen? | Was möchten Sie nicht essen? | Was möchten Sie nicht essen? | Was möchten Sie essen?,What would you like to eat? | What would you like to eat?
848,400395,Speaking English isn't easy.,ඉංග් රීසි කතාminen ei ole helppoa.,It's not easy to speak English. | It's not easy to speak English.
849,403063,Do you understand?,മനസ്സിലായോ?,Do you understand? | Do you understand? | Do you understand?
850,404046,I'm at home.,Olen kotona. | Minä olen kotona.,I'm home.
851,404096,I'm hungry!,Já olen nälkäinen. | Minulla on nälkä. | Minulla on nälkä! | Mullon nälkä! | Mulla on nälkä!,I'm hungry.
852,404098,Do you understand what I'm saying?,நான் என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்? | என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்? | என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்? | என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்? | என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்? | என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்? | என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்?,Do you understand what I'm saying?
853,405518,"You can do it, can't you?",നിനക്കത് ഇഷ്ടമല്ലേ?,"You can do it, right?"
854,405764,He's eating an apple.,| Hän syö yhden omenan. | Hän syö omenan.,He's eating an apple. | He's eating an apple.
855,405766,She's eating an apple.,Hän syö omenaa.,She's eating an apple.
856,405767,They're eating apples.,On syövät omenoita.,They are eating apples. | They are eating apples.
857,405769,We're eating apples.,Já syömme omenoita.,We eat apples. | We're eating apples. | We eat apples.
858,406604,Tom is my friend.,Tom na minun ystäväni.,Tom's my friend.
859,407574,I missed you.,Kaipasin jus. | Aš buvau jums nemalonus.,I missed you. | I missed you. | I missed you. | I missed you. | I missed you. | I missed you.
860,408293,What's your name?,कौन है तुम्हारा नाम? | कौन है तुम्हारा नाम? | कौन है तुम्हारा नाम? | कौन है तुम्हारा नाम? | कौन है तुम्हारा नाम? | कौन है तुम्हारा नाम? | कौन है तुम्हारा नाम?,What's your name? What's your name? What's your name?
861,410244,She is beautiful.,Hän on kaunis.,She's beautiful.
862,410529,She likes oranges.,Hän pitää appelsiineista.,She likes to eat oranges.
863,410597,Wait a moment.,Odota Hetki. | Odota vähän.,Wait a minute. | Wait a minute. | Wait a minute.
864,410779,Am I wrong?,Ar esu neteisingas? | Ar esu kilęs? | Erehdynkö? | Ar esu neteisingas?,Am I wrong? | Am I wrong?
865,410780,We need your help.,എനിക്ക് സഹായം വേണം.,We need your help. We need your help. We need your help.
866,411238,I can't remember his name.,இவரது பெயர் | | | | | | | |,I can't remember his name. | I can't remember his name.
867,411285,I'll pay.,Já hoidan laskun. | Já tarjoan. | Já maksan.,I'll pay.
868,411667,You're right.,Olet oikeassa.,You're right. You're right.
869,412026,I was a student at that time.,Byla jsem do té doby studentkou.,And then I was a student.
870,413058,Are you married?,Ar esate naimisissa? | Ooksä naimisis?,Are you married? | Are you married?
871,413611,No problem!,හේ hätää! | Ilman muuta!,No problem! | No problem!
872,413731,"One, two, three, four, five, six, seven, eight, nine, ten.","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 62, 63, 64, 65, 66, 67, 68, 69, 70, 69, 70, 71, 72, 73, 74, 75, 84, 85, 86, 87, 89, 90, 91, 92, 93, 94, 95, 96, 97, 97, 98, 96, 97, 98, 97, 98, 98, 99, 102, 103, 104, 105","One, two, three, four, five, six, seven, eight, nine, 10."
873,413767,Come home.,Tule kotiin.,Come home.
874,413820,"Good evening, how are you?","සුභ සන්ධ් යාවක්, මොනාද වෙන්නේ?","Good night, how are you doing? | Good night, how are you doing?"
875,413821,What's this?,What's this on? | What's this on?,What is this?
876,413831,I live near here.,Asun täällä lähellä.,I live in the neighborhood here.
877,416367,Where are you going?,"""நீங்கள் எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்?",Where are you going? | Where are you going? | Where are you going? | Where are you going? | Where are you going?
878,417801,My eyes hurt.,| Minun silmiini sattuu.,I have pain in my eyes.
879,417891,I have a sore throat.,Minulla on kurkku kipeä. | Mun kurkku on kipee.,I've got a sore throat. | I've got a sore throat.
880,418475,You idiot!,നായിന്റെ മോനെ!,You're an idiot! You're an idiot! You're an idiot! You're an asshole! You're an asshole! You're an asshole!
881,424848,I know her.,Tunnen hänet.,I know her.
882,425148,We often play chess.,Já pelaamme často shakkia.,We often play chess.
883,426950,Good night!,සුභ රාත් රියක්!,Good night. | Good night! | Good night!
884,428402,What time is it?,Co se děje?,What time is it?
885,430925,She is dead.,Hän on kuollut.,She's dead. | She's dead. | She's dead.
886,431539,I'm bored.,tylsää న Minulla.,I'm bored. | I'm bored.
887,432340,I was a teacher.,Já jsem byl učitel.,I was a teacher. | I was a teacher.
888,433423,What did you say?,क्या कहा था? | क्या कहा था? | क्या कहा था? | क्या कहा था? | क्या कहा था?,What did you say? | What do you say? | What did you say?
889,433457,God exists.,अल्लाह का अस्तित्व है।,God exists. | God is.
890,433468,I understand.,Ymmärrän.,I get it. | Okay. | I get it. | I get it! | I get it. | I get it. | I get it! | Sorry.
891,433472,I got it.,Ymmärsin.,I got it.
892,433491,Go away.,Häivy! | Ala jo painella! | Ala painella!,Go away! | Get up! | Get up! | Get out! | Under my eyes! | Make you go away. | Go away here. | Make you go away! | Make you go away. | Run away! | Make you go away. | Beasts. | Go away. | Make you go away! | Get out of here! | Go away! | Darker up. | Red up. | Beasts! | Get up! | Get up! | Get up!
893,433492,Of course.,| Totta kai.,Of course. | Yeah. | Of course! | But of course! | Of course know! | Of course! | Of course. | Of course. | Speaks for itself. | Of course. | Of course!
894,433502,Don't move.,ඉක්මනට! Liikkumatta!,Do not move. | Do not move!
895,433504,Excuse me.,"Promiňte, že häiritsen. | Promiňte, mohu vás obtěžovat. | Promiňte.",I'm sorry.
896,433510,Wonderful!,Upeaa! | hienoa! | Mahtavaa! | Loistavaa!,Wonderful! | Wonderful. | It's wonderful. | It's wonderful. | It's very beautiful. | It's wonderful. | It's wonderful. | Well done! | What a wonderful! | Well done! | What a wonderful! | Excellent! | Excellent! | Very good! | Well done! | Wonderful. | Brilliant! | Wonderful! | Wonderful!
897,433511,Fantastic!,Fantastista! | hienoa!,Fantastic! | Brilliant! | Wonderful! | Wonderful! | That's great! | Wonderful. | That's great! | That's great! | Wonderful!
898,433518,Go away!,கர்ப்பர்: கர்ப்பர்! கர்ப்பர்! கர்ப்பர்! கர்ப்பர்! கர்ப்பர்! கர்ப்பர்! கர்ப்பர்! கர்ப்பர்! கர்ப்பர்!,Get out of here! | Get out of here! | Get up!
899,433594,Try it again.,තව පාරක් උත්සහ කරන්න. තව පාරක් උත්සහ කරන්න. තව පාරක් උත්සහ කරන්න.,Try it again.
900,433613,I have no money.,Minulla ei ole rahaa.,I don't have any money.
901,433614,I don't have any money.,Nemám peníze. | Nemám žádné peníze. | Nemám na matti kukkarossa. | Nemám pennin hyrrää. | Nemám latinské latinky. | Nemám úplně rahaton.,I don't have any money.
902,433669,Do you have a fever?,Máš horečku?,Do you have a fever? | Do you have an increase? | Do you have a fever?
903,433675,I'm serious.,Olen tosissani.,I mean it. I'm serious.
904,433680,That's enough.,ඔහ්! ඔහ්!,That's enough. | That's enough.
905,433689,Did you call?,നിനക്കെന്താ പ്രശ്നം?,Did you ride? | Did you ride?
906,433730,Of course!,Tietenkin! | Tietysti! | Totta kai! | Kaikin mokomin! | No tietty!,Of course! | Of course! | Yes.
907,433745,Don't worry about it.,ඒ ගැන වද වෙන්න එපා!,"Don't worry. | Don't worry. | Don't touch it. | Don't worry, listen."
908,433754,Follow him.,Seuraa häntä.,Follow him. | Follow him!
909,433809,I'm very hungry.,Mám na kova nälkä.,I'm starving.
910,433849,Speak clearly.,Puhu selvästi.,Be clear.
911,433859,I've had enough.,ඔහ්! ඔහ්!,I have enough of it. | I've had enough of it.
912,433863,I'm full.,Jsem plná.,I'm full. | I'm full.
913,434224,Anything else?,Mitään muuta؟,Something else? | Something else?
914,434242,Are you hungry?,| | | | | | | | | | | |,Are you hungry? | Are you hungry? | Are you hungry?
915,434258,Are you thirsty?,Ar jums jano? | Ar teillä jano?,Do you have a fever? | Do you have a fever? | Do you have a fever?
916,434410,Can you help me?,Voitko hilft mir? | Voitteko hilft mir?,Can you help me? | Can you help me?
917,434458,Come with me.,| Tule mukaani.,Come with me. | Come with me!
918,434680,Enough!,Riittää! | Nyt riittää!,That's good!
919,434964,He likes to swim.,Hän pitää uimisesta.,He likes to swim. | He loves to swim.
920,435084,Help!,අපු! | අපු! | ඔටුටාකා!,Help!
921,435199,Did something happen?,Tapahtuiko something? | Sattuiko something?,Did anything happen?
922,435279,Whose turn is it?,Kenen vuoro on? | Kenen vuoro?,Who's next? | Who's next?
923,435409,It's too big.,Se on liian iso.,It's too big.
924,435575,Calm down.,இத்தகைய விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்: விலங்குகள்,Hurry up. | Calm down. | Hurry up. | Hurry up. | Relax!
925,435647,He can also speak Russian.,එයාට කතා කරන්නත් පුළුවන්.,He also speaks Russian.
926,435750,That's a good question.,Tuo on hyvä kysymys.,That's a good question.
927,435754,Has something happened?,Czy coś się stało? | Czy coś się stało?,Did anything happen?
928,435772,Life is fun.,Жизнь на удовольствие.,Life is fun.
929,436096,Fuck off!,」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」 」,Screw it!
930,436243,How old are you?,எவ்வாறு முதிர்ச்சியடைந்தது? | எவ்வாறு முதிர்ச்சியடைந்தது? | எவ்வாறு முதிர்ச்சியடைந்தது? | எவ்வாறு முதிர்ச்சியடைந்தது?,How old are you? How old are you? How old are you?
931,436275,I am tall.,Olen pitkä.,I'm long.
932,436281,I agree.,Olen samaa mieltä.,I agree. | I agree. | I agree.
933,436423,I am ready.,Olen valmis.,I'm done.
934,436445,I am too short.,Jsem příliš krátký.,I'm too small.
935,436541,I don't know what to say.,"Já vím, co řeknu. | Já vím, co řeknu.",I don't know what to say.
936,438930,Where are my glasses?,Missä lasini ovat?,Where are my glasses?
937,438940,We are happy.,We are happyia. | Me we are happyia.,We are happy. | We are happy.
938,441955,It was a terrible day.,| Se oli kauhee päivä. | Se oli kauhee päivä.,It was a terrible day.
939,442064,Who drew it?,Kuka piirsi sen?,Who drew it?
940,442109,Prices went up.,ഹിനറ്റ് നൂസിവറ്റ്.,Prices have gone up. | Prices have gone up.
941,442130,That's a good idea.,Tuo on hyvä ajatus. | Sepä vasta hyvä idea. | Hyvä ajatus!,That's a good idea.
942,442957,Please open the bottle.,Voisitko avata pullon?,Please open the bottle.
943,442964,That's not fair.,Tuo ei ole reilua. | Se ei ole reilua. | Se on epäreilua.,That's not fair.
944,444986,I live here.,"」 「我在这里,我在这里,我在这里,我在这里,我在这里。",I live here.
945,448320,Stop!,Lopeta! | Seis! | Pysähdy!,Stop! | Stop! | Stop! | Stop it! | Keep it still! | Keep it still! | Keep it still! | No movement!
946,448963,It's snowing.,සාටා මුදුව.,It's snowing. | It's snowing.
947,449023,No one knows.,Kukaan ei tiedä.,Nobody knows.
948,449029,Catch him.,එයාව අල්ලගන්නවා. එයාව අල්ලගන්නවා. එයාව අල්ලගන්නවා. එයාව අල්ලගන්නවා.,Grab him.
949,449095,Do you drink coffee?,Juotko kavos? | Juotko sinä kavos? | Juotteko te kavos? | Juotteko kavos?,Do you drink coffee? | Do you drink coffee?
950,449105,I eat here.,Syön aquí. | Syön tässä.,I'm eating here.
951,449111,Your dog is here.,Koirasi on täällä.,Your dog's here.
952,449118,This is your key.,Tai on your avaimesi. | Tää on sun avain.,This is your key. | This is your key. | This is your key. | This is your key.
953,449699,What should I do?,මොනාද මම කරන්න ඕනේ?,What should I do?
954,450074,Come if you can.,"Tule, jos voit. | Tule, jos pystyt.",Come if you can. | Come if you can.
955,451212,She has few friends.,Hänellä on harvoja ystäviä.,She has few friends. | She has few friends.
956,453219,Happy birthday!,සුභ උපන්දිනයක්!,Happy birthday! | Congratulations on your birthday!
957,453394,Love is blind.,Rakkaus on sokea. | Rakkaus on sokeaa.,Love blinds. | Love is blind.
958,453418,I ordered two hamburgers.,तिलसीन दो हाम्पुरीलासा,I ordered two hamburgers.
959,454490,I don't know what to do.,En tiedä mitä tehdä.,I don't know what to do.
960,454514,"I think, therefore I am.","Ajattelen, siis olen.","I think, therefore I am. | I think, therefore I am."
961,455290,What are you interested in?,Co tě to zajímá?,What are you interested in? What are you interested in? What are you interested in? What are you interested in? What are you interested in? What are you interested in?
962,456157,It was love at first sight.,Se oli rakkautta ensi silmäyksellä.,"It was love at first sight. | When I first saw her, I fell in love."
963,456237,It's raining.,Sataa. | Sataa Wasser.,It's raining. | It's raining.
964,456357,May I help you?,Kaip voin padėti?,Can I help you? | Can I help you? | Can I help you?
