,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
148271,462526,That hurts.,It hurts.,That hurts.,That hurts.,It hurts.,That hurts.,It hurts.,It hurts.,It hurts.,It hurts.,It hurts.,It hurts.,That hurts.,It hurts.
148296,462578,"The bill, please.",Pay the bill.,"The bill, please.","Check, please.","The check, please.","The bill, please.","Check, please.","Check, please.","The bill, please.","Can I have the check, please?","Check, please.","Check, please.","Check, please.","The bill, please."
148342,462670,The customer is always right.,Customers are always right.,The customer's always right.,The customer's always right.,The client's always right.,The customer is always right.,The customer is always right.,The client is always right.,The customers are always right.,The client's always right.,The client is always right.,The client is always right.,The customer is always right.,The customer is always right.
148756,464282,Turn around.,Turn around.,Turn around.,Turn around.,Turn around.,Turn around.,Turn around.,Turn around.,Turn around.,Turn around.,Turn around.,Turn around.,Turn around.,Turn around.
148760,464290,Turn right.,Turn right.,Turn right.,Turn right.,Turn right.,Turn right!,Turn right.,Turn right.,Turn right.,Turn right.,Turn right.,Turn right.,Turn right.,Turn right.
148778,464330,Wash your hands.,Wash your hands.,Wash your hands.,Wash your hands.,Wash your hands.,Wash your hands.,Wash your hands.,Wash your hands.,Wash your hands.,Wash your hands.,Wash your hands.,Wash your hands.,Wash your hands.,Wash your hands.
148881,464546,What do you need?,What do you need?,What do you need?,What do you need?,What do you need?,What do you need?,What do you need?,What do you need?,What do you need?,What do you need?,What do you want?,What do you need?,What do you need?,What do you want?
148890,464566,What does this mean?,What does that mean?,What does that mean?,What does this mean?,What does that mean?,What does that mean?,What does that mean?,What does that mean?,What does this mean?,What does that mean?,What does that mean?,What does this mean?,What does that mean?,What does that mean?
149029,466624,What's your phone number?,What's your number?,What's your phone number?,What's your phone number?,What's your phone number?,What's your phone number?,What's your phone number?,What phone number do you have?,What's your phone number?,What's your phone number?,Give me your phone number.,What's your phone number?,What's your phone number?,What's your phone number?
149039,466728,Please wait five minutes.,"Five minutes, please.",Please wait five minutes.,Give me five minutes.,Please wait for five minutes.,Please wait five minutes.,Please wait five minutes.,Please wait five minutes.,Please wait five minutes.,Wait five minutes.,Please wait five minutes.,Please wait five minutes.,Please wait five minutes.,Please wait for five minutes.
149057,467339,Iron is a useful metal.,Iron is a useful metal.,Iron is a useful metal.,Iron is a useful metal.,Iron is a useful metal.,Iron is a useful metal.,Iron is a useful metal.,Iron is a useful metal.,Iron is a useful metal.,Iron is a useful metal.,Iron is a useful metal.,Iron is a useful metal.,Iron is a useful metal.,Iron is a useful metal.
149075,467672,Where is your father?,Where's your father?,Where's your father?,Where's your dad?,Where's your father?,Where's your father?,Where's your father?,Where's your father?,Where is your father?,Where's your father?,Where's your father?,Where's your father?,Where's your father?,Where's your father?
149123,469126,She's my sister.,She's my sister.,She's my sister.,She's my sister.,She's my sister.,She's my sister.,She's my sister.,She's my sister.,She's my sister.,She's my sister.,She's my sister.,This is my sister.,She's my sister.,She's my sister.
149236,471780,Let's take a short break.,Let's take a break.,Let's take a short break.,Let's take a break.,Let's take a short break.,Let's take a short break.,Let's take a little break.,Let's take a short break.,Let's take a breath.,Let's take a short break.,Let's take a short break.,Let's take a little break.,Let's take a few days off.,Let's take a short break.
149256,472091,I study Korean.,I studied Korean.,I'm studying Korean.,I study Korean.,I'm studying Korean.,I'm studying Korean.,I'm learning Korean.,Korean studio.,I study Korean.,I'm learning Korean.,I'm studying Korean.,Korean study.,I'm studying Korean.,I study Korean.
149275,472431,I was wrong.,I made a mistake.,I was wrong.,I was wrong.,I was wrong.,I was wrong.,I was wrong.,I was wrong.,I was wrong.,I was wrong.,I was wrong.,I was wrong.,I was wrong.,I made a mistake.
149288,473177,"Hi, how are you?","Hey, how are you?","Hey, how are you?",Hello. How are you?,"Hey, how are you?","Hello, how's it going?","Hello, how are you?","Hi, how are you?",Hello. How are you?,How are you?,"Hey, how's it going?","Hey, what's up?","Hi, how are you?","Hi, how are you?"
149538,477061,No.,"No, it's not.",No.,"No, no, no.",No.,Nope.,"Oh, no.",No.,No.,No.,Nope.,No.,No.,No.
149541,477086,Yes.,Yes.,Yes.,Yes.,Yes.,Yeah.,Yeah.,Yes.,Yes.,Yes.,Yes.,Yeah.,Yeah.,Yeah.
149667,478255,He closed the door.,He closed the door.,He closed the door.,He closed the door.,He closed the door.,He closed the door.,He closed the door.,He closed the door.,He closed the door.,He locked the door.,He closed the door.,He locked the door.,He closed the door.,He closed the door.
149694,478568,I have no friends.,I don't have any friends.,I don't have any friends.,I don't have any friends.,I don't have any friends.,I don't have any friends.,I don't have any friends.,I don't have any friends.,I don't have any friends.,I don't have any friends.,I don't have any friends.,I don't have any friends.,I don't have any friends.,I don't have any friends.
149808,481593,Are they friends?,Are they friends?,Are they friends?,Are they friends?,Are they friends?,Are they friends?,Are they friends?,Are they friends?,Are they friends?,Are they friends?,Are they friends?,Are you friends?,Are they friends?,Are they friends?
149868,482303,Where is my book?,Where's my book?,Where's my book?,Where's my book?,Where's my book?,Where's my book?,Where's my book?,Where's my book?,Where is my book?,Where's my book?,Where's my book?,Where's my book?,Where's my book?,Where's my book?
149949,483350,Guns don't kill people. People kill people.,Guns don't kill people. People kill people.,"Guns don't kill people, people kill people.","Guns don't kill people, people kill people.","It's not the guns that kill men, it's the men that kill men.","Weapons don't kill people, people kill people.","Weapons don't kill people, people kill people.","Guns don't kill people, people kill people.",Guns don't kill people. People kill people.,It's not the guns that kill people.,"Weapons don't kill people, people kill people.","Guns don't kill people, people kill people.",Guns don't kill people.,"Weapons don't kill people, people kill people."
150041,484648,Drive safely.,Drive safely.,Drive safe!,Drive carefully.,Drive carefully!,Drive safely!,Drive safe.,Drive safe.,Please drive carefully.,Drive carefully.,Drive carefully.,Drive safely.,Drive safe.,Have a safe trip.
150094,485099,Thanks anyway.,Still say thank you.,Thanks anyway.,Thanks anyway.,"Thank you, though.",Thanks anyway.,Thanks anyway.,Thanks anyway.,Thank you anyway.,Thanks anyway.,"Anyway, thank you.",Thanks anyway.,Thanks anyway.,"Anyway, thanks."
150159,486448,I must go now.,I have to go now.,I have to go now.,I have to go now.,I have to leave now.,I have to go now.,I have to go now.,I have to go now.,I have to go now.,Now I have to go.,I have to go now.,I have to go now.,I have to go now.,I have to go now.
150190,487006,Cheers!,Cheers!,Thanks!,Cheers!,Cheers!,Cheers!,Cheers!,Here's to you!,Cheers!,Cheers!,Cheers!,Cheers!,Cheers!,Cheers!
150242,487828,Swimming is easy.,Swimming is easy.,Swimming is easy.,Swimming's fun.,Swimming is easy.,Swimming is easy.,It's easy to swim.,Swimming is easy.,It's easy to swim.,Swimming is easy.,It's easy to swim.,Swimming is easy.,Swimming is easy.,Swimming is easy.
150457,493028,Do you know the answer?,Do you know the answer?,Do you know the answer?,Do you know the answer?,You know the answer?,Do you know the answer?,Do you know the answer?,Do you know the answer?,You know the answer?,Do you know the answer?,Do you know the answer?,You know the answer?,Do you know the answer?,Do you know the answer?
150558,495717,I'm a journalist.,I'm a reporter.,I'm a journalist.,I'm a reporter.,I'm a journalist.,I'm a journalist.,I'm a journalist.,I'm a journalist.,I'm a reporter.,I'm a journalist.,I'm a journalist.,I'm a journalist.,I'm a journalist.,I'm a journalist.
150562,495838,Please close the door.,Please close the door.,"Close the door, please.","Would you close the door, please?","Close the door, please.","Close the door, please.",Please close the door.,"Close the door, please.",Please close the door.,Close the door.,Please close the door.,"Close the door, please.",Please close the door.,Please close the door.
150650,497132,Squirrels move quickly.,Squirrel move fast.,Squirrels move fast.,Squirrels move fast.,Squirrels move quickly.,Squirrels move fast.,Squirrels move fast.,Squirrels move quickly.,Squirrels are quick to move.,Squirrels move fast.,Squirrels move fast.,Squirrels move fast.,Squirrels move fast.,The squirrels are fast moving.
150727,497969,See you tomorrow.,See you tomorrow.,See you tomorrow.,I'll see you tomorrow.,See you tomorrow.,See you tomorrow!,See you tomorrow.,See you tomorrow.,I'll see you tomorrow.,See you tomorrow.,See you tomorrow.,See you tomorrow.,See you tomorrow.,See you tomorrow!
150811,499689,Good afternoon.,Good afternoon.,Good afternoon!,How do you do?,Hello.,Hello!,Good afternoon.,Good afternoon.,Today.,Good day.,Good afternoon.,Good afternoon!,Have a nice day.,Good morning.
150828,499998,I'm just looking.,I'm just looking around.,I'm just watching.,I'm just looking.,I'm just looking.,I'm just looking.,I'm just looking.,I'm just looking.,I'm just looking.,I'm just watching.,I'm just looking.,I'm just looking.,I'm just looking.,I'm just looking.
151264,506446,Don't worry.,Don't worry.,Don't worry.,Don't worry.,Don't worry.,Don't worry.,Don't worry.,Don't worry.,Don't worry.,Don't worry.,Don't worry.,Don't worry.,Don't worry.,Don't worry.
151303,506948,Do you smoke?,Do you smoke?,Do you smoke?,Do you smoke?,Do you smoke?,Do you smoke?,Do you smoke?,Do you smoke?,Do you smoke?,Do you smoke?,Do you smoke?,You smoke?,Do you smoke?,Do you smoke?
151505,508844,The dog is dead.,This dog is dead.,The dog is dead.,The dog's dead.,The dog is dead.,The dog is dead.,The dog is dead.,The dog's dead.,The dog is dead.,The dog is dead.,The dog is dead.,The dog is dead.,The dog is dead.,The dog died.
151757,513527,Tom was fired.,Tom's been fired.,Tom was fired.,Tom got fired.,Tom was thrown at the door.,Tom was fired.,Tom got fired.,Tom was fired.,Tom got fired.,Tom was fired.,Tom was fired.,Tom was fired.,Tom got fired.,Tom was fired.
151760,513534,He raised his hands.,He raised his hand.,He put his hands up.,He raised his hand.,He raised his hands.,He raised his hands.,He raised his hands.,He raised his hands.,He raised his hands.,He raised his hands.,He raised his hands.,He raised his hands.,He raised his hands.,He raised his hands.
151849,515472,That's life.,That's life.,That's life.,It's life.,It's life.,That's life.,That's life.,That's life.,That's how life works.,That's life.,It's life.,That's life.,That's life.,That's life.
151862,515572,Are you Japanese?,Are you Japanese?,Are you Japanese?,Are you Japanese?,Are you Japanese?,Are you Japanese?,Are you Japanese?,Are you Japanese?,Are you Japanese?,Are you Japanese?,Are you Japanese?,Are you Japanese?,Are you Japanese?,Are you Japanese?
151926,516321,Today is Monday.,It's Monday.,Today is Monday.,It's Monday.,Today is Monday.,It's Monday.,It's Monday.,Today is Monday.,Today is Monday.,Today's Monday.,It's Monday.,Today is Monday.,It's Monday.,Today is Monday.
151946,516601,He is poor.,He's poor.,He's poor.,He's poor.,He's poor.,He's poor.,He's poor.,He's poor.,He's poor.,He's poor.,He's poor.,He's poor.,He's poor.,He is poor.
151972,516745,Goodbye!,Bye!,Goodbye!,Goodbye!,Goodbye!,Bye!,Hello.,Goodbye.,Goodbye!,Goodbye!,Goodbye!,See you later!,Bye.,Goodbye!
152040,518553,You may go.,You can go.,You're free to go.,You can go.,You can leave.,You're free to go.,You can go.,You're free to go.,You can go.,You can go.,You can go.,You can go.,You can go.,You can go.
152216,521667,It's a good question.,It's a good question.,It's a good question.,That's a good question.,Good question.,That's a good question.,Good question.,That's a good question.,That's a good question.,That's a good question.,That's a good question.,That's a good question.,That's a good question.,Good question.
152365,525267,"Tatoeba means ""for example"" in Japanese.",Japanese “Tatoeba” is an example.,"Tatoeba is Japanese for ""for example.""",‘Tatoeba’ in Japanese means ‘e.g.’.,"""Tatoeba"" means ""for example"" in Japanese.","""Tatoeba"" means, for example, ""in Japanese.","Tatooba in Japanese means ""for example.""","Tatoeba in Japanese means ""for example.""","Tatoeba means ""for example"" in Japanese.","Tatoeba means ""for example"" in Japanese.","Tatoeba means ""e.g."" in Japanese.","Tatoeba means ""for example"" in Japanese.","Tatoeba means ""like"" in Japanese.","Tatoeba means ""for example"" in Japanese."
152581,528455,She woke up.,She's awake.,She woke up.,He woke up.,She woke up.,She woke up.,She's awake.,He woke up.,She woke up.,She's awake.,She's awake.,She woke up.,He's awake.,She woke up.
152677,529830,Don't tell anyone this.,Don't tell anyone about this.,Don't talk to anyone about this.,Don't tell anyone this.,Don't tell anyone that!,Don't tell anyone!,Don't tell anyone about this.,Don't tell anyone that.,Don't tell anyone about this.,Don't tell anyone about this.,Don't tell anyone about it.,Don't tell anyone.,Don't tell anyone that.,Don't tell anyone that.
152752,530595,He ordered a beer.,He ordered a beer.,He ordered a beer.,He ordered a beer.,He ordered a beer.,He ordered a beer.,He ordered a beer.,He ordered a beer.,He ordered a beer.,He ordered a beer.,He asked for a beer.,He ordered a beer.,He ordered a beer.,He ordered a beer.
152938,533100,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where's the most beautiful place on earth?,Where's the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where's the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where's the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?
153004,533746,How's your mother?,How's your mother?,How's your mother?,How's your mother?,How's your mother?,How's your mother?,How's your mother?,How's your mom?,How's your mother?,How's your mother?,How's your mother?,How's your mother?,How's your mother?,How's your mother?
153176,535419,Do you have a cellphone?,Do you have a cell phone?,Do you have a cell phone?,Do you have a cell phone?,Do you have a natel?,Do you have a phone?,Do you have a cell phone?,Do you have a cell phone?,Do you have a cell phone?,Do you have a cell phone?,Do you have a cell phone?,Do you have a cell phone?,Do you have a cell phone?,Do you have a mobile phone?
153309,538123,Hi.,Hello.,Hi.,Hey.,Hey!,Hello!,Hello.,Hi!,Hey.,Hi.,Hello.,Hey.,Hi.,Hi.
153344,539017,He likes fishing.,He likes fishing.,He likes fishing.,He likes to fish.,He likes fishing.,He likes fishing.,He likes to fish.,He likes to fish.,He likes fishing.,He likes to fish.,He likes fishing.,He likes to fish.,He likes to fish.,He likes to fish.
153701,544691,Where's the boss?,Where's the boss?,Where's the boss?,Where's the boss?,Where's the boss?,Where's the boss?,Where's the man in charge?,Where's the boss?,Where is the boss?,Where's the boss?,Where's the boss?,Where's the boss?,Where's the boss?,Where's the boss?
153938,551318,Why did you lie?,Why are you lying?,Why did you lie?,Why did you lie?,Why did you lie?,Why did you lie?,Why did you lie?,Why did you lie?,Why did you lie to me?,Why did you lie?,Why did you lie?,Why did you lie?,Why did you lie?,Why did you lie?
153943,551443,No problem.,It's okay.,No problem.,No problem.,No problem.,No problem.,No problem.,It's okay.,It's okay.,No problem.,No problem.,No problem.,It's okay!,No problem.
154720,566026,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time? It's money.
154778,567368,I'm a student.,I'm a student.,I'm a student.,I'm a student.,I'm a student.,I'm a student.,I'm a student.,I'm a student.,I'm a student.,I'm a student.,I'm a student.,I'm a student.,I'm a student.,I'm a student.
155238,576084,I hate Mondays.,I hate Monday.,I hate Mondays.,I hate Monday.,I hate Mondays.,I hate montage.,I hate Mondays.,I hate Mondays.,I hate Mondays.,I hate Mondays.,I hate Mondays.,I hate Mondays.,I hate Mondays.,I hate Mondays.
155418,580774,I'm a man.,I'm a man.,I'm a man.,I'm a man.,I'm a man.,I'm a man.,I'm a man.,I'm a man.,I'm a man.,I'm a man.,I'm a man.,I'm a man.,I'm a man.,I'm a man.
155444,582309,I need help.,I need help.,I need help.,I need help.,I need help.,I need help.,I need help.,I need help.,Please help me.,I need help.,I need help.,I need help.,I need help.,I need help.
156353,607840,Go to hell!,You're going to fucking hell!,Go to hell!,Go to hell!,Go to hell!,Go to hell!,Go to hell!,Go to hell!,Die!,Go to hell!,Go to hell!,Go to hell!,Go to hell!,Go to hell!
156468,611372,We want complete sentences.,We want the whole sentence.,We want full sentences.,We want whole sentences.,We want full sentences.,We want complete sentences.,We want complete sentences.,We want complete sentences.,We're asking for a complete sentence.,We want full sentences.,We need finished sentences.,We want full sentences.,We want full sentences.,We need full sentences.
156481,611769,You don't need to call me.,You don't have to call me.,You don't have to call me.,You don't have to call me.,You don't have to call me.,You don't have to call me.,You don't have to call me.,You don't have to call me.,You don't have to call me.,You don't have to call me.,You don't need to call me.,You don't need to call me.,You don't have to call me.,You don't need to call me.
156708,619636,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?
157323,628213,Correct!,That's right!,Correct!,That's right!,That's right!,Right!,Right!,It's true!,You're right!,Good!,That's right!,Right!,That's right!,That's right!
157327,628230,We agree.,We agree.,We're in agreement.,We agree.,We agree.,We agree.,Agreed.,We agree.,We agree.,We agree.,We agree.,We agree.,We're on the same page.,We agree.
157419,630620,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This affair is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.
157445,631038,Jump.,Jump.,Jump!,Jump.,Jump.,Jump.,Jump.,Jump.,Jump!,Jump.,Jump!,Jump.,Get out.,Jump.
157606,634028,Do you speak Turkish?,Do you speak Turkish?,Do you speak Turkish?,Do you speak fur?,You speak Turkish?,Do you speak Turkish?,Do you speak Turkish?,You speak Turkish?,Do you speak Turkish?,Can you speak Turkish?,Do you speak Turkish?,You speak Turkish?,Do you speak Turkish?,Do you speak Turkish?
157795,638544,Where is the train station?,Where's the train station?,Where's the train station?,Where's the train station?,Where's the station?,Where's the station?,Where's the train station?,Where's the station?,Where is the station?,Where's the train station?,Where's the train station?,Where's the railway station?,Where's the train station?,Where's the train station?
158135,647456,Bye!,Bye!,Bye!,See you!,Goodbye!,Farewell!,Bye.,Hi!,Goodbye!,Bye!,Goodbye.,Bye.,Bye.,Bye!
158594,661572,Today is Saturday.,It's Saturday.,Today is Saturday.,It's Saturday.,Today's Saturday.,It's Saturday.,It's Saturday.,Today's Saturday.,Today is Saturday.,Today's Saturday.,It's Saturday.,Today's Saturday.,It's Saturday.,Today is Saturday.
159294,672229,He ran.,He ran away.,He ran.,He ran.,He was running.,He ran.,He's running.,Racing.,He ran.,He ran.,He ran.,He ran.,He ran.,He ran.
159301,672252,You run.,You run.,You run.,You're running.,You're running.,You're walking.,You ran.,Run.,You run.,Activate.,You're running.,Run.,You run.,You run.
159302,672254,He runs.,He ran.,He's running.,He's running.,He's running.,He's running.,He's running.,He's running.,He runs.,He's running.,He's running.,He runs.,He runs.,He runs.
159304,672264,She runs.,She ran.,She's running.,He's running.,She's running.,She's running.,She's running.,He's running.,She's running.,He's running.,She's running.,She runs.,He's running.,She runs.
163060,693617,Idiot!,Idiot!,Idiot!,Idiot!,Idiot!,Idiot!,Idiot!,Idiot!,You idiot!,You idiot!,You idiot!,Idiot!,Idiot!,You idiot!
163441,699465,I'm 18 years old.,I'm 18 years old.,I'm 18 years old.,I'm 18 years old.,I'm 18 years old.,I'm eighteen years old.,I'm 18 years old.,I'm 18.,I'm 18 years old.,I'm 18.,I'm 18 years old.,I'm 18 years old.,I'm 18.,I'm 18 years old.
163557,702472,Colorless green ideas sleep furiously.,The colorless green concept sleeps madly.,Colorless green ideas sleep furiously.,Colorless green ideas sleep furiously.,Colourless green ideas sleep furiously.,Colorless green ideas sleep furiously.,Green ideas without old paint in rage.,Green colorless ideas sleep furiously.,The colorless green concept sleeps hard.,Colorless green ideas furiously sleep.,Colorless green thoughts sleep fiercely.,Colorless green ideas sleep furiously.,Colorless green ideas sleep furiously.,Colorless green ideas sleep furiously.
163670,703304,We're neighbors.,We're neighbors.,We're neighbors.,We're neighbors.,We're neighbors.,We're neighbors.,We're neighbors.,We're close.,We're neighbors.,We're neighbors.,We're neighbors.,We're neighbors.,We're neighbors.,We're neighbours.
163783,704725,Stir the soup.,Excuse me for the soup.,Stir the soup.,Mix the soup.,Mix the soup.,Stir the soup.,Stir the soup.,Mix the soup.,I want you to stir the soup.,Stir the soup.,Get the soup in the way.,Mix the soup.,Mix the soup.,Stir the soup.
163907,706874,Happy Mother's Day!,Happy Mother's Day!,Happy Mother's Day!,Happy Mother's Day!,Happy Mother's Day!,Happy Mother's Day!,Happy Mother's Day!,Happy Mom's Day!,"Mom, thank you all the time!",Happy Mother's Day!,Happy Mother's Day!,Happy Mother's Day!,Happy Mother's Day!,Happy Mother's Day!
164129,707526,Count to thirty.,Count to 30.,Count to 30.,Count to 30.,Count to thirty.,Count to thirty.,Count to 30.,Count to thirty.,Count to 30.,Count to thirty.,Count to thirty.,Count to thirty.,Count to thirty.,Count to thirty.
165980,740214,I am a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.
167003,757414,I'm listening to music.,I'm listening to music.,I'm listening to music.,I'm listening to music.,I'm listening to music.,I'm listening to music.,I listen to music.,I'm listening to the music.,I'm listening to music.,I'm listening to music.,I'm listening to music.,I'm listening to music.,I'm listening to music.,I listen to music.
167259,762939,Silence is golden.,Silence is gold.,Silence is gold.,Silence is gold.,The silence is golden.,Silence is gold.,Silence is golden.,Silence is golden.,"I won't say it, but it's a flower.",Silence is gold.,Silence is gold.,There are no flies in the closed mouth.,Silence is gold.,Silence is golden.
168429,785667,"You may write in any language you want. On Tatoeba, all languages are equal.","You can write in any language you want. In Tatoeba, all languages are equal.","You can write in any language you want. Here on Tatoeba, all languages are the same.","In Tatoeba, all languages are equal.","You can write in the language you want. On Tatoeba, all languages are equal.",You may write here in any language. On Tatoeba all languages are equal.,You can write in any language you want.,You can write in any language you want. On Tatoeba all languages are the same.,"I can write in any language. In Tatoeba, language is equal.",You can write in any language. In Tatoeba all languages are equal.,You can write in any language. All the languages on the Tatoeba project are equal.,"You can write in any language you want. In Tatoeba, all languages are the same.","You can write in any language you want, all languages on Tatoeba are equal.",You can write in any language. All languages on Tatoeba are equal.
168951,794758,I am not a witch.,I'm not a witch.,I'm not a witch.,I'm not a witch.,I'm not a witch.,I'm not a witch.,I'm not a witch.,I'm not a witch.,I'm not a witch.,I'm not a witch.,I'm not a witch.,I'm not a witch.,I'm not a witch.,I'm not a witch.
171915,811376,He lives alone.,He lives alone.,He lives alone.,He lives alone.,He lives alone.,He lives alone.,He lives alone.,He lives alone.,He lives alone.,He lives alone.,He lives alone.,He lives alone.,He lives alone.,He lives alone.
172646,827295,I hate you.,I hate you.,I hate you.,I hate you.,I hate you.,I hate you.,I hate you.,I hate you.,I hate you.,I hate you.,I hate you.,I hate you.,I hate you.,I hate you.
173753,847863,I'm always hungry.,I'm always hungry.,I'm always hungry.,I'm always hungry.,I'm still hungry.,I'm always hungry.,I'm always hungry.,I'm always hungry.,I'm always hungry.,I'm always hungry.,I'm always hungry.,I'm always hungry.,I'm always hungry.,I'm always hungry.
174179,854500,Get lost.,Get out of here.,Get out of here!,Get out of here.,Get out of the way.,Sneak!,Disappear!,Get out of here.,Get out!,Get lost.,Get out.,Get lost.,Get out.,Fuck off.
175014,870628,Please continue.,Please continue.,Please continue.,"Go on, please.",Please continue.,Please go on!,Please continue.,Please continue.,Keep talking.,"Go on, please.",Please continue.,Please continue.,Please continue.,Please continue.
176212,881861,I don't have a cat.,I don't have a cat.,I don't have a cat.,I don't have a cat.,I don't have a cat.,I don't have a cat.,I don't have a cat.,I don't have a cat.,I don't have a cat.,I don't own a cat.,I don't have a cat.,I don't have a cat.,I don't have a cat.,I don't have a cat.
176341,883062,Choose one.,Choose one.,Pick one.,Pick one.,Pick one.,Pick one.,Pick one.,Pick one.,Choose one.,Pick one.,Pick one.,Pick one.,Pick one.,Choose one.
177553,890415,Come!,Come on!,Come on!,Come on!,Come on!,Come on!,Come on!,Come on!,Come on!,Come on!,Come!,Come on!,Come!,Come here!
177627,891930,I want to die with Getter Jaani.,I want to die with John Gert.,I want to die with Getter Jaani.,I want to die with Getter Jaan.,I want to die with Getter Jaani.,I want to die with Getter Jaani.,I want to die with Getter Janni.,I want to die with Getter Jaani.,I want to die with Goeter Yaani.,I want to die with Getter Jaani.,I want to die with Getter Janie.,I want to die with Getter Jaani.,I want to die with Getter Jaani.,I want to die with Götter Jaani.
178536,906328,Run!,Run!,Run!,Run!,Run!,Run!,Run!,Run!,Run!,Run!,Run!,Run!,Run!,Run!
179456,914029,What do you think?,What do you think?,What do you think?,What do you think?,What do you think?,What do you mean?,What do you think?,What do you think?,What do you think?,What do you think?,What do you think?,What are you thinking?,What do you think?,What do you think?
180182,925077,It is too expensive.,It's too expensive.,It costs too much.,It's too expensive.,It's too expensive.,It's too expensive!,It's too expensive.,It's too expensive.,That's too expensive.,It's too expensive.,It's too expensive.,It's very expensive.,It's too expensive.,Too expensive.
181016,943665,Hooray!,Yes!,Hooray!,Hooray!,Hurrah!,Hurrah!,Hooray!,Hooray!,Heil!,Hooray!,Yay!,Hooray!,Yay!,Oorah!
181351,953107,Are you on Facebook?,Are you on Facebook?,Are you on Facebook?,Do you have an account on Facebook?,Are you on Facebook?,Are you on Facebook?,Are you on Facebook?,Are you on Facebook?,Do you do Facebook?,You have a Facebook account?,Are you on Facebook?,Do you have Facebook?,Are you on Facebook?,Are you on Facebook?
181446,953202,Do you like cooking?,Do you like cooking?,Do you like to cook?,Do you like cooking?,Do you like cooking?,Do you like cooking?,Do you like to cook?,Do you like to cook?,Do you like cooking?,Do you like to cook?,Do you like to cook?,Do you like to cook?,Do you like to cook?,Do you like cooking?
181468,953224,Do you think I'm stupid?,Do you think I'm stupid?,You think I'm stupid?,You think I'm stupid?,Do you think I'm an idiot?,You think I'm stupid?,You think I'm stupid?,You think I'm stupid?,You think I'm stupid?,You think I'm stupid?,You think I'm stupid?,You think I'm stupid?,Do you think I'm stupid?,Do you think I'm stupid?
181530,953286,Have you eaten?,Have you eaten yet?,Have you eaten?,Have you eaten?,Did you eat?,Have you eaten yet?,Have you eaten yet?,Did you eat?,Did you eat?,Have you eaten yet?,Eat?,Have you eaten?,Have you eaten?,Have you eaten?
181540,953296,Have you ever dyed your hair?,Have you dyed your hair?,Have you ever painted your hair?,Have you ever dyed your hair?,Have you ever dyed your hair?,Have you ever dyed your hair?,Have you ever dyed your hair?,Have you ever dyed your hair?,Have you ever dyeed your hair?,Have you ever dyed your hair?,Have you ever dyed your hair?,Have you ever dyed your hair?,Have you ever dyed your hair?,Have you ever dyed your hair?
181601,953358,How was your summer?,How was summer?,How was your summer?,How was your summer?,How was your summer?,How was your summer?,How was your summer?,How was your summer?,How was your summer?,How was summer?,What was your summer like?,How was your summer?,How was your summer?,How was your summer?
181609,953366,I ate too much.,I ate too much.,I ate too much.,I ate too much.,I ate too much.,I ate too much.,I ate too much.,I ate too much.,I ate too much.,I had a bite to eat.,I ate too much.,I ate too much.,I ate too much.,I ate.
184000,982239,Do you like strawberries?,Do you like strawberries?,Do you like strawberries?,Do you like strawberry?,Do you like strawberries?,Do you like strawberries?,Do you like strawberry?,Do you like strawberries?,Do you like candy?,Do you like strawberries?,Do you like strawberries?,Do you like strawberries?,Do you like strawberries?,Do you like strawberries?
184037,983650,This is a horse.,It's a horse.,This is a horse.,This is a horse.,It's a horse.,This is a horse.,It's a horse.,This is a horse.,This is a horse.,It's a horse.,It's a horse.,This is a horse.,It's a horse.,It's a horse.
184118,987485,"Champagne, please.","Champagne, please.","Champagne, please.","Champagne, please.","Champagne, please.","Champagne, please.","Champagne, please.","Champagne, please.",I'd like some champagne.,"Champagne, please.","Champagne, please.","Champagne, please.","Champagne, please.","champagne, please."
